iteration,loss,reward
0,0.485816091299057,-0.07285156100988388
100,0.4855602338910103,-0.09080468825995922
200,0.48379871487617493,-0.0906699226051569
300,0.4812727132439613,-0.09020605683326721
400,0.4771889817714691,-0.08993164218962192
500,0.472112782895565,-0.09010937631130218
600,0.4632837876677513,-0.08848730623722076
700,0.44335235565900805,-0.08730078250169754
800,0.42486914396286013,-0.0867197285592556
900,0.3975172221660614,-0.08417187698185444
1000,0.3734096783399582,-0.08266797095537186
1100,0.3552409297227859,-0.07763476803898811
1200,0.34118458777666094,-0.07488476745784282
1300,0.3284903386235237,-0.07168261896818877
1400,0.31890364199876786,-0.06846289299428462
1500,0.30003533691167833,-0.062300782725214957
1600,0.29927539587020874,-0.06106054898351431
1700,0.2793543893098831,-0.05777050921693444
1800,0.2477450677752495,-0.043615235667675736
1900,0.2259083116054535,-0.03594043051823974
2000,0.21857667833566666,-0.026843750653788447
2100,0.23831921577453613,-0.020412109987810255
2200,0.27045244485139847,-0.013090820640791208
2300,0.296480815410614,-0.008791015774477273
2400,0.338162490427494,-0.004897461012151325
2500,0.3463489046692848,-0.0038291016319999473
2600,0.3447244298458099,-0.0026152344344882294
2700,0.40295814514160155,-0.001145507839100901
2800,0.4221799752116203,-0.0010390625128638932
2900,0.4257964912056923,-0.0009667968995199772
3000,0.48702320754528045,-0.0004921875126456144
3100,0.49103867411613467,-0.0004443359456490725
3200,0.48428927749395373,-0.0005546875135769369
3300,0.49090836852788927,-0.00045312500929867383
3400,0.4853775733709335,-0.000509765638053068
3500,0.48806424111127855,-0.0002324218807189027
3600,0.4864296042919159,-0.00027539063077711037
3700,0.4909448164701462,-0.00014550781452271622
3800,0.49128987431526183,-9.57031270081643e-05
3900,0.49365573316812517,-0.00010937500221189111
4000,0.4878159058094025,-0.0002353515668073669
4100,0.4868953847885132,-0.00018261719000292942
4200,0.4950888127088547,-0.00013769531549769453
4300,0.49022300630807875,-0.00017480469090514817
4400,0.49124371230602265,-0.00014941406574507708
4500,0.48603646844625475,-9.179687644063961e-05
4600,0.4965144547820091,-0.0001738281285361154
4700,0.49828931331634524,-7.812500160071068e-05
4800,0.49717352658510205,-0.0002294921936118044
4900,0.4950434374809265,-0.00024023437807045413
5000,0.4975581467151642,-0.00013378906485741026
5100,0.4970049464702606,-0.00014355468985741027
5200,0.500091680586338,-3.22265629802132e-05
5300,0.49867706388235095,-2.7343750407453626e-05
5400,0.4997700238227844,-5.566406332945917e-05
5500,0.4976123136281967,-1.1718750174622983e-05
5600,0.4974857932329178,-6.054687641153578e-05
5700,0.4987661477923393,-1.6601562820142134e-05
5800,0.4997305905818939,5.859375160071068e-06
5900,0.5001497957110405,-1.5625000232830645e-05
6000,0.5002990654110908,-9.765625145519153e-07
6100,0.4988033437728882,-1.5625000232830645e-05
6200,0.49562676399946215,-6.640625157160685e-05
6300,0.5001319617033004,-6.8359376018634065e-06
6400,0.4979109340906143,-5.175781327125151e-05
6500,0.49652377247810364,-0.00014062500224099495
6600,0.4983161088824272,-6.933593853318598e-05
6700,0.49762345880270004,-9.765625145519153e-06
6800,0.4974131670594215,-0.0001376953149883775
6900,0.4999113181233406,0.0
7000,0.4999299889802933,7.812500116415322e-06
7100,0.49480809688568117,-4.882812572759576e-05
7200,0.4980096846818924,-2.8320313358563e-05
7300,0.4989004746079445,-3.320312607684173e-05
7400,0.49976910680532455,-1.0742187732830644e-05
7500,0.5000072938203811,0.0
7600,0.4989091458916664,-4.785156379512045e-05
7700,0.49835397183895114,-2.7343750480213204e-05
7800,0.49999561816453936,0.0
7900,0.5000516858696937,0.0
8000,0.4997976592183113,-2.441406286379788e-05
8100,0.4999925974011421,0.0
8200,0.500135360956192,0.0
8300,0.4998478490114212,0.0
8400,0.5003061127662659,0.0
8500,0.5000144517421723,0.0
8600,0.4999940052628517,0.0
8700,0.500650427043438,-7.812500116415322e-06
8800,0.4999745059013367,-2.3437500349245966e-05
8900,0.4998317193984985,-4.101562561118044e-05
9000,0.49998766630887986,0.0
9100,0.4993825289607048,-9.765625145519153e-07
9200,0.49835652589797974,-1.5625000232830645e-05
9300,0.5000045999884606,0.0
9400,0.5000017341971398,0.0
9500,0.4998969578742981,-1.9531250291038306e-06
9600,0.49966535687446595,-4.882812572759576e-06
9700,0.49999161809682846,0.0
9800,0.49857031643390654,-2.441406286379788e-05
9900,0.500009189248085,0.0
